Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h),Apparent Temperature (C)
-1.644444444,1018.73,0.73,13.3308,-6.077777778
-2.244444444,1018.91,0.75,11.3022,-6.327777778
-2.294444444,1019.2,0.75,12.9122,-6.777777778
-2.1,1019.47,0.8,13.0732,-6.572222222
-1.205555556,1020.21,0.75,13.1698,-5.505555556
-0.138888889,1020.81,0.69,9.8049,-3.411111111
0.122222222,1021.22,0.68,9.66,-3.061111111
1.105555556,1021.77,0.64,9.4185,-1.822222222
1.177777778,1021.99,0.59,9.4829,-1.755555556
2.272222222,1021.9,0.58,10.2557,-0.644444444
2.266666667,1021.88,0.54,14.168,-1.455555556
2.755555556,1021.77,0.57,16.1805,-1.194444444
2.827777778,1021.43,0.56,16.0356,-1.083333333
2.172222222,1021.79,0.59,15.5687,-1.816666667
0.994444444,1022.49,0.64,12.6063,-2.705555556
0.044444444,1023.28,0.68,10.5455,-3.383333333
-0.188888889,1024.5,0.64,13.9104,-4.422222222
-0.722222222,1024.79,0.67,13.9909,-5.088888889
-1.138888889,1025.25,0.67,15.9551,-5.983333333
-1.183333333,1025.39,0.63,17.4363,-6.3
15.27777778,1012.17,0.71,6.3112,15.27777778
14.23888889,1012.25,0.73,10.7065,14.23888889
13.2,1011.69,0.85,3.5259,13.2
12.57222222,1011.76,0.78,10.7226,12.57222222
11.53333333,1012.04,0.8,10.6421,11.53333333
11.11111111,1011.88,0.81,10.0786,11.11111111
9.961111111,1011.94,0.86,9.3702,8.711111111
13.73333333,1012.34,0.83,7.9051,13.73333333
17.18333333,1012.47,0.7,7.4221,17.18333333
20.05,1012.42,0.6,4.6529,20.05
22.77777778,1012.02,0.52,8.2271,22.77777778
23.78333333,1012.26,0.46,10.5938,23.78333333
25.02222222,1011.83,0.39,11.5598,25.02222222
25.06666667,1011.34,0.42,16.4381,25.06666667
26.07777778,1011.07,0.4,17.1787,26.07777778
27.15,1010.53,0.37,17.5973,26.80555556
27.15,1010.03,0.34,20.5436,26.67222222
25.18333333,1009.88,0.38,16.7923,25.18333333
23.97777778,1009.75,0.41,14.5383,23.97777778
22.33333333,1009.83,0.52,9.7083,22.33333333
20.41111111,1010.06,0.54,9.2414,20.41111111
18.79444444,1010.45,0.61,7.9695,18.79444444
17.01666667,1011.05,0.66,6.2951,17.01666667
16.47222222,1011.11,0.68,5.3935,16.47222222
12.12222222,0,1,7.8246,12.12222222
11.06111111,0,1,4.8944,11.06111111
12.54444444,1010.26,0.93,3.6386,12.54444444
10,1010,0.96,6.2951,9.411111111
11.11111111,0,0.93,7.9695,11.11111111
10.74444444,1009.51,0.96,10.0142,10.74444444
10.05,1009.26,1,7.9695,10.05
12.64444444,1008.99,0.9,9.2575,12.64444444
13.94444444,1009.81,0.92,7.7441,13.94444444
17.12222222,0,0.81,9.7083,17.12222222
18.83888889,1009.6,0.73,9.8854,18.83888889
17.46111111,1009.88,0.74,11.7691,17.46111111
17.78333333,1010.18,0.77,13.0893,17.78333333
17.25,0,0.67,13.0893,17.25
17.84444444,1010.01,0.7,12.5902,17.84444444
18.83888889,1009.39,0.67,5.3452,18.83888889
17.82777778,0,0.69,7.8246,17.82777778
17.83888889,1008.75,0.69,11.9784,17.83888889
17.3,0,0.8,5.1198,17.3
17.25,0,0.8,5.0554,17.25
17.16111111,1008.81,0.81,3.7835,17.16111111
16.11111111,0,0.87,7.9373,16.11111111
16.01111111,1009.5,0.84,6.2951,16.01111111
15.25555556,1009.47,0.88,2.9463,15.25555556
14.63333333,1009.87,0.9,6.279,14.63333333
13.08333333,1010.15,0.96,6.2468,13.08333333
15.43333333,1008.75,0.93,3.0912,15.43333333
12.7,1009.5,0.96,7.9534,12.7
12.12222222,1010.3,0.96,3.3649,12.12222222
11.52777778,1010.43,0.96,3.2844,11.52777778
12.7,1009.8,0.96,7.8085,12.7
16.01111111,0,0.87,4.9588,16.01111111
17.5,1010.91,0.84,9.0643,17.5
19.93333333,1010.4,0.68,7.7924,19.93333333
21.06111111,1010.68,0.63,10.7065,21.06111111
22.18888889,1010.62,0.53,12.5097,22.18888889
22.75,0,0.53,13.1859,22.75
22.77777778,1009,0.53,14.49,22.77777778
23.92222222,1009.94,0.48,11.3988,23.92222222
23.83888889,0,0.54,12.8639,23.83888889
23.81111111,1008.8,0.54,9.2736,23.81111111
22.44444444,1009.17,0.58,11.0124,22.44444444
19.11666667,1009.01,0.76,9.0321,19.11666667
20.87777778,1009.12,0.64,9.7405,20.87777778
18.03333333,1009.35,0.77,11.0124,18.03333333
17.70555556,1009.31,0.73,9.3541,17.70555556
17.73333333,1009.4,0.75,10.9963,17.73333333
17.63888889,1009.12,0.79,10.5294,17.63888889
17.08333333,1009.04,0.87,6.4239,17.08333333
16.53333333,1009.02,0.92,6.5527,16.53333333
13.11666667,1007.66,0.96,3.059,13.11666667
15.37222222,1008.17,0.93,6.1502,15.37222222
15.32777778,1008.07,0.9,3.22,15.32777778
16.06666667,1008.21,0.88,10.8031,16.06666667
15.95555556,1008.83,0.93,11.8335,15.95555556
15.92777778,1008.22,0.93,5.1198,15.92777778
16.96111111,1008.79,0.94,4.83,16.96111111
18.66111111,1008.75,0.85,12.2521,18.66111111
19.76666667,1008.58,0.75,10.7387,19.76666667
21.85555556,1008.14,0.66,11.3988,21.85555556
22.61111111,1007.61,0.63,9.2253,22.61111111
23.63333333,1006.92,0.66,15.0696,23.63333333
22.45,1005.91,0.67,7.8729,22.45
15.35,1005.36,0.87,18.8531,15.35
17.23333333,1005.96,0.81,5.0876,17.23333333
19.97222222,1005.92,0.72,10.2235,19.97222222
19.87222222,1006.46,0.68,11.8496,19.87222222
18.78333333,1006.76,0.78,7.6314,18.78333333
17.71111111,1007.24,0.88,3.4937,17.71111111
14.85555556,1006.79,1,3.2844,14.85555556
15.36666667,1007.46,0.96,6.1502,15.36666667
15.23333333,1007.86,0.93,3.1717,15.23333333
13.7,1007.87,1,3.2039,13.7
13.7,1007.57,0.96,6.2951,13.7
12.5,1006.39,0.99,9.016,12.5
12.70555556,1007.56,0.96,10.787,12.70555556
12.68333333,1007.17,0.96,3.22,12.68333333
12.73888889,1006.96,0.96,6.4561,12.73888889
13.68333333,1006.67,0.93,7.7763,13.68333333
14.75,1006.39,0.88,7.8729,14.75
15.89444444,1006.3,0.88,9.821,15.89444444
17.66111111,1006.35,0.85,10.5938,17.66111111
17.84444444,1006.05,0.84,12.3487,17.84444444
19.86666667,1005.77,0.78,15.3433,19.86666667
20.02222222,1005.74,0.78,23.0713,20.02222222
20.14444444,1005.14,0.73,20.1411,20.14444444
20.96666667,1004.75,0.71,20.5114,20.96666667
21.03333333,1004.34,0.6,20.1411,21.03333333
22.47222222,1003.78,0.55,15.1662,22.47222222
21.67222222,1003.39,0.58,15.3755,21.67222222
15.99444444,1004.08,0.82,25.8083,15.99444444
15.97222222,1004.09,0.88,8.0178,15.97222222
15.02222222,1004.74,0.89,8.4525,15.02222222
12.8,1005.42,1,9.4185,12.8
13.79444444,1005.56,0.96,10.5133,13.79444444
13.53333333,1005.98,0.96,6.6332,13.53333333
12.68888889,1006.14,0.96,10.7226,12.68888889
13.21666667,1006.14,1,10.9158,13.21666667
11.91666667,1006.65,0.96,6.762,11.91666667
12.08333333,1006.23,0.96,10.7065,12.08333333
12.12777778,1006.32,0.96,10.8353,12.12777778
12.3,1006.27,0.99,13.685,12.3
12.71111111,1006.42,1,14.0231,12.71111111
13.77222222,1006.91,0.93,7.9373,13.77222222
15.11666667,1006.95,0.92,12.9766,15.11666667
17.63333333,1006.9,0.78,17.227,17.63333333
18.83888889,1006.62,0.65,21.9926,18.83888889
19.92222222,1006.75,0.63,24.1661,19.92222222
19.95555556,1006.74,0.61,20.3021,19.95555556
21.06111111,1006.52,0.57,17.4363,21.06111111
21.13333333,1006.32,0.53,25.0516,21.13333333
22.21666667,1006.6,0.53,20.3826,22.21666667
22.2,1006.43,0.49,15.8424,22.2
21.05,1006.47,0.52,17.4846,21.05
20.94444444,1006.38,0.54,14.8603,20.94444444
18.88333333,1006.45,0.57,15.1018,18.88333333
16.50555556,1006.95,0.78,12.0911,16.50555556
15.99444444,1007.36,0.79,8.6135,15.99444444
15.39444444,1007.87,0.79,6.44,15.39444444
14.31111111,1008.09,0.84,9.821,14.31111111
13.67777778,1007.58,0.87,6.2629,13.67777778
12.58888889,1007.4,0.91,3.2522,12.58888889
10.77777778,995.14,0.96,22.2019,10.77777778
11.52777778,1006.4,0.94,3.7835,11.52777778
10.99444444,1006.37,0.96,6.0375,10.99444444
11.58888889,1004.87,0.93,10.9641,11.58888889
12.63888889,1003.75,0.96,20.1089,12.63888889
13.72777778,1002.56,0.9,17.4041,13.72777778
14.8,1002.01,0.84,14.5061,14.8
14.84444444,1000.78,0.84,12.5258,14.84444444
14.88888889,1000.68,0.87,11.4954,14.88888889
13.85,999.37,0.94,20.5919,13.85
14.86111111,998.29,0.94,17.4202,14.86111111
14.86111111,997.63,0.94,15.8746,14.86111111
14.89444444,996.06,0.94,23.1035,14.89444444
14.95555556,995.04,0.93,25.116,14.95555556
14.95555556,994.03,0.93,14.6832,14.95555556
15.08333333,993.24,0.99,21.091,15.08333333
15.95,992.28,0.94,11.4793,15.95
17.01666667,991.41,0.93,12.558,17.01666667
16.9,991.96,0.89,15.9229,16.9
15.99444444,991.75,0.88,9.1448,15.99444444
14.84444444,992.2,0.93,16.0678,14.84444444
13.27222222,992.64,0.94,24.8101,13.27222222
12.17777778,992.63,0.96,24.311,12.17777778
11.62222222,992.69,0.94,24.2949,11.62222222
10.16111111,999.98,0.9,31.2984,10.16111111
10.53333333,992.77,0.93,27.048,10.53333333
10.02777778,992.63,0.94,23.8441,10.02777778
9.583333333,992.24,0.96,26.4523,6.305555556
9.911111111,991.62,1,24.7296,6.866666667
9.938888889,991.51,1,23.5865,6.988888889
9.733333333,992.72,1,24.7135,6.638888889
9.916666667,993.95,0.94,31.7814,6.361111111
8.8,995.12,0.94,23.7958,5.522222222
8.733333333,996.7,0.93,28.4004,5.055555556
8.822222222,997.7,0.93,34.8243,4.727777778
8.822222222,998.77,0.93,27.4344,5.244444444
8.766666667,999.99,0.93,28.0784,5.122222222
8.8,1000.56,0.93,25.5507,5.372222222
7.805555556,1001.23,0.96,25.6634,4.077777778
7.816666667,1001.82,0.96,26.9192,3.988888889
7.827777778,1001.72,0.96,25.2126,4.144444444
7.827777778,1001.82,1,22.0087,4.444444444
8.305555556,1001.89,0.96,21.5579,5.094444444
8.844444444,1001.93,0.94,22.3629,5.705555556
8.866666667,1002.13,0.96,21.2198,5.838888889
8.838888889,1002.15,0.97,21.2842,5.8
9.422222222,1001.85,0.93,26.3718,6.105555556
9.933333333,1001.38,0.89,32.2161,6.355555556
8.827777778,1008.88,0.84,20.5919,5.855555556
9.377777778,1001.51,0.93,35.098,5.438888889
9.377777778,1001.91,0.89,39.6543,5.172222222
8.822222222,1002.29,0.94,33.1982,4.833333333
8.844444444,1002.79,0.93,36.6919,4.638888889
8.844444444,1003.31,0.93,36.9173,4.627777778
9.755555556,1004,0.88,35.5166,5.916666667
9.911111111,1004.52,0.86,41.538,5.788888889
8.894444444,1005.11,0.93,36.6597,4.705555556
9.75,1006.21,0.84,34.132,5.988888889
9.955555556,1006.79,0.83,38.4307,6.016666667
9.955555556,1007.39,0.83,38.3019,6.022222222
9.916666667,1008.01,0.78,39.2518,5.916666667
9.983333333,1008.38,0.77,44.1462,5.75
9.938888889,1008.49,0.77,35.1785,6.177777778
9.838888889,1008.82,0.83,28.3038,6.494444444
9.961111111,1008.76,0.77,28.9156,6.611111111
9.933333333,1008.84,0.77,25.7761,6.811111111
8.888888889,1009.24,0.82,22.0248,5.794444444
8.888888889,1009.63,0.83,22.5239,5.744444444
8.888888889,1010.12,0.8,25.3414,5.5
8.877777778,1010.38,0.8,17.4363,6.244444444
8.861111111,1010.11,0.8,21.091,5.85
8.911111111,1010.02,0.8,20.769,5.938888889
9.327777778,1014.4,0.81,20.0606,6.538888889
8.955555556,1009.91,0.83,20.9783,5.977777778
8.4,1009.69,0.86,17.8871,5.605555556
8.366666667,1009.39,0.88,19.481,5.388888889
8.983333333,1009.41,0.88,25.9532,5.566666667
11.03888889,1009.15,0.72,33.2143,11.03888889
11.9,1009.43,0.73,34.8887,11.9
12.12777778,1009.65,0.67,34.6794,12.12777778
12.17777778,1009.95,0.67,35.0336,12.17777778
12.05,1010.48,0.72,27.0802,12.05
12.22222222,1010.83,0.74,29.1249,12.22222222
12.17222222,1011.25,0.74,30.4612,12.17222222
12.09444444,1011.77,0.73,27.4666,12.09444444
12.12777778,1012.25,0.73,30.7349,12.12777778
12.19444444,1012.64,0.74,26.2591,12.19444444
12.15,1013.14,0.72,26.4362,12.15
11.15555556,1013.6,0.8,28.6258,11.15555556
11.08888889,1013.83,0.8,27.048,11.08888889
11.02777778,1014.11,0.77,23.1679,11.02777778
11.08888889,1014.54,0.77,27.1607,11.08888889
10.51111111,1015.03,0.77,28.497,10.51111111
10.01666667,1015.23,0.79,24.5686,10.01666667
10,1015.34,0.8,20.93,7.305555556
9.422222222,1015.42,0.8,20.8495,6.577777778
9.85,1019,0.87,12.2038,8.116666667
8.888888889,1015.42,0.8,20.5275,5.938888889
8.311111111,1015.33,0.83,20.5436,5.2
8.311111111,1015.29,0.83,17.1948,5.572222222
8.866666667,1015.4,0.83,20.2055,5.938888889
8.961111111,1015.6,0.83,17.871,6.305555556
9.866666667,1016.06,0.78,20.1089,7.216666667
10.02777778,1016.5,0.77,25.3092,10.02777778
12.17777778,1016.78,0.72,25.1804,12.17777778
12.07222222,1017.05,0.74,20.7851,12.07222222
12.77777778,1017.09,0.71,18.1447,12.77777778
12.77777778,1017.38,0.71,20.9783,12.77777778
13.63333333,1017.52,0.71,17.3719,13.63333333
12.77777778,1017.5,0.71,23.6831,12.77777778
13.81666667,1017.68,0.67,20.3504,13.81666667
13.71666667,1017.8,0.67,22.1536,13.71666667
12.75555556,1017.98,0.72,15.617,12.75555556
12.75555556,1018.29,0.72,12.6546,12.75555556
12.18333333,1018.61,0.74,9.5151,12.18333333
12.15,1019.01,0.79,11.2217,12.15
11.11111111,1019.51,0.88,6.7781,11.11111111
10.62222222,1019.59,0.91,6.8586,10.62222222
15.32777778,1011.27,0.78,6.279,15.32777778
14.82222222,1011.55,0.8,6.3595,14.82222222
17.61111111,1010.06,0.66,10.3362,17.61111111
12.42777778,1011.71,0.85,10.7226,12.42777778
12.80555556,1011.63,0.83,10.948,12.80555556
12.63888889,1011.73,0.81,9.5956,12.63888889
12.76666667,1011.84,0.83,4.8139,12.76666667
13.93888889,1011.95,0.82,9.4668,13.93888889
17.71111111,1012.45,0.7,8.9355,17.71111111
19.77222222,1012.47,0.61,9.9981,19.77222222
19.77222222,1012.97,0.54,11.5115,19.77222222
18.97222222,1013.64,0.56,10.7226,18.97222222
19.90555556,1013.36,0.54,5.0393,19.90555556
21.03888889,1013.32,0.53,4.83,21.03888889
22.16666667,1012.88,0.47,1.1109,22.16666667
22.70555556,1012.33,0.48,4.6529,22.70555556
22.84444444,1011.63,0.44,7.6314,22.84444444
23.82777778,1010.93,0.44,2.8014,23.82777778
22.77777778,1010.63,0.48,4.8944,22.77777778
22.15,1010.24,0.5,9.1287,22.15
20.92222222,1010.16,0.54,8.6296,20.92222222
19.81666667,1010.46,0.58,9.2253,19.81666667
19.7,1010.57,0.57,6.1502,19.7
19.1,1010.65,0.62,10.4006,19.1
10.51111111,1019.69,0.86,11.3827,10.51111111
10.48888889,1019.59,0.86,10.948,10.48888889
10.01666667,1018.8,0.98,3.8157,10.01666667
9.977777778,1019.49,0.89,6.4883,9.333333333
9.422222222,1019.29,0.93,6.5527,8.672222222
9.422222222,1019.31,0.93,6.6654,8.65
9.977777778,1019.59,0.93,9.3702,8.727777778
10.02777778,1019.61,0.92,9.2414,10.02777778
11.05555556,1019.89,0.87,8.2271,11.05555556
13.68333333,1019.92,0.78,3.7674,13.68333333
13.75,1019.92,0.77,3.381,13.75
13.85,1019.92,0.77,8.5652,13.85
13.91666667,1020.19,0.82,2.3345,13.91666667
15.05,1020.09,0.77,12.4131,15.05
14.78888889,1019.88,0.74,9.2253,14.78888889
15.05,1019.66,0.72,8.0178,15.05
15.05,1019.27,0.72,7.9212,15.05
15.92222222,1018.96,0.73,5.6189,15.92222222
15.99444444,1018.78,0.78,4.9588,15.99444444
14.95,1018.58,0.83,3.4454,14.95
13.88888889,1018.42,0.92,2.6082,13.88888889
12.85,1018.7,0.99,1.6905,12.85
12.75555556,1018.91,0.96,6.2307,12.75555556
12.32222222,1018.97,0.96,4.0411,12.32222222
10.71666667,1018.99,0.96,7.2611,10.71666667
10.16111111,1019.17,1,3.542,10.16111111
13.03333333,1016.5,0.96,12.9122,13.03333333
9.655555556,1018.29,1,3.5098,9.655555556
8.611111111,1018.39,1,6.1663,7.844444444
9.688888889,1018.18,1,4.1699,9.688888889
11.18333333,1018.19,0.94,0.6118,11.18333333
12.24444444,1018.09,1,5.1037,12.24444444
13.73888889,1018.24,0.94,9.2253,13.73888889
15.97222222,1018.2,0.87,9.3863,15.97222222
17.06111111,1018.11,0.76,9.4668,17.06111111
17.22777778,1017.96,0.76,10.465,17.22777778
18.81666667,1017.8,0.73,9.5312,18.81666667
19.96111111,1017.4,0.64,12.2038,19.96111111
19.78333333,1016.97,0.63,11.7369,19.78333333
20.82777778,1016.81,0.6,12.1233,20.82777778
19.92777778,1016.23,0.63,20.0445,19.92777778
16.81666667,1016.34,0.77,19.2234,16.81666667
16.3,1016.48,0.86,9.3863,16.3
16.25,1016.3,0.86,13.8299,16.25
15.18333333,1016.51,0.87,7.7924,15.18333333
15.02222222,1016.7,0.93,9.4507,15.02222222
14.44444444,1016.65,0.93,10.6421,14.44444444
13.88333333,1016.53,0.96,11.0607,13.88333333
14.37222222,1016.36,0.93,14.007,14.37222222
14.30555556,1016.26,0.91,10.9158,14.30555556
13.76666667,1014.03,0.84,11.4471,13.76666667
13.77222222,1015.64,0.93,14.0231,13.77222222
13.21666667,1015.54,0.96,11.2056,13.21666667
12.78888889,1015.19,0.96,13.7011,12.78888889
12.77777778,1015.34,0.96,12.5258,12.77777778
14.98333333,1015.44,0.93,14.0392,14.98333333
16.08333333,1015.49,0.81,17.1787,16.08333333
17.31666667,1015.62,0.75,14.2968,17.31666667
19.00555556,1015.33,0.72,15.8746,19.00555556
20.98888889,1015.33,0.62,15.1179,20.98888889
22.22222222,1015.01,0.55,17.4202,22.22222222
22.73333333,1014.53,0.51,23.2967,22.73333333
23.61666667,1014.17,0.47,18.1125,23.61666667
23.64444444,1013.24,0.42,20.8173,23.64444444
22.26111111,1013.13,0.49,14.0231,22.26111111
23.47777778,1012.74,0.39,22.0409,23.47777778
22.57222222,1012.66,0.52,15.6331,22.57222222
20.94444444,1012.37,0.58,14.3612,20.94444444
19.73888889,1013.08,0.6,15.134,19.73888889
18.63333333,1013.65,0.69,14.1519,18.63333333
17.06111111,1013.86,0.76,14.0392,17.06111111
15.92222222,1013.94,0.84,11.0768,15.92222222
14.39444444,1013.86,0.9,10.948,14.39444444
14.37222222,1013.75,0.87,16.9855,14.37222222
13.02777778,1014.54,0.95,6.9391,13.02777778
13.26111111,1013.66,0.93,11.0124,13.26111111
13.26111111,1013.86,0.93,11.0285,13.26111111
12.69444444,1014.15,0.93,10.4972,12.69444444
12.75555556,1014.15,0.96,9.3541,12.75555556
13.89444444,1014.55,0.93,10.9158,13.89444444
16.80555556,1014.81,0.78,12.5419,16.80555556
17.24444444,1015.31,0.8,12.7834,17.24444444
18.83888889,1015.42,0.73,9.7727,18.83888889
20.95555556,1015.38,0.6,15.134,20.95555556
22.04444444,1015.44,0.56,14.0553,22.04444444
22.71111111,1015.03,0.53,17.2109,22.71111111
23.5,1014.36,0.5,20.8173,23.5
23.79444444,1013.75,0.5,17.0821,23.79444444
21.20555556,1013.71,0.67,10.5938,21.20555556
19.80555556,1013.61,0.77,8.3237,19.80555556
20,1013.7,0.77,10.2074,20
17.95555556,1013.99,0.82,7.9373,17.95555556
16.25555556,1014.45,0.86,11.3505,16.25555556
16.17777778,1014.89,0.86,9.2253,16.17777778
16.01666667,1015.29,0.84,13.1215,16.01666667
15.31111111,1015.3,0.88,13.0732,15.31111111
14.26111111,1015.09,0.93,6.279,14.26111111
13.22222222,1014.81,0.95,6.5527,13.22222222
14.63888889,1012.04,0.88,11.0929,14.63888889
12.73333333,1014.79,0.93,6.44,12.73333333
12.66666667,1014.57,0.93,6.6171,12.66666667
11.71111111,1014.23,0.96,3.542,11.71111111
12.13888889,1014.1,1,1.9481,12.13888889
15.93333333,1014.2,0.82,11.3988,15.93333333
17.56111111,1014.35,0.8,12.2199,17.56111111
20.99444444,1014.19,0.63,14.1519,20.99444444
22.12777778,1014.36,0.59,15.778,22.12777778
22.47777778,1014.35,0.51,15.1501,22.47777778
22.75555556,1014.27,0.49,17.2914,22.75555556
23.75,1013.98,0.46,17.3558,23.75
23.75555556,1013.53,0.45,16.4381,23.75555556
23.83888889,1012.87,0.46,17.2914,23.83888889
23.88888889,1012.38,0.45,20.4953,23.88888889
23.75,1012.03,0.49,15.8585,23.75
22.84444444,1011.45,0.56,14.3129,22.84444444
22.26666667,1011.25,0.58,11.2056,22.26666667
18.37222222,1011.59,0.75,10.5777,18.37222222
17.8,1011.34,0.78,9.2575,17.8
17.13333333,1011.64,0.78,10.5938,17.13333333
16.66666667,1011.82,0.8,6.9391,16.66666667
14.93333333,1011.95,0.87,6.6332,14.93333333
15.93333333,1012.09,0.84,5.313,15.93333333
15.53888889,1011.21,0.93,16.1966,15.53888889
14.35555556,1010.83,0.91,10.2396,14.35555556
15.95,1011.82,0.88,5.8765,15.95
14.87777778,1011.29,0.93,2.2218,14.87777778
14.86111111,1010.99,0.93,4.6851,14.86111111
16.99444444,1011.41,0.88,9.1287,16.99444444
18.68888889,1012.01,0.79,9.5634,18.68888889
20.87222222,1012.38,0.6,10.7065,20.87222222
22.07777778,1012.44,0.6,9.5956,22.07777778
22.7,1012.25,0.57,10.8353,22.7
24.83333333,1012.65,0.48,14.0875,24.83333333
24.92777778,1012.37,0.48,11.27,24.92777778
26.01666667,1012.26,0.45,8.3076,26.01666667
26.10555556,1011.86,0.44,7.6958,26.10555556
26.17777778,1011.42,0.53,9.66,26.17777778
26.2,1010.87,0.52,12.0106,26.2
25.13888889,1010.33,0.57,14.1519,25.13888889
23.97777778,1010.03,0.65,9.3058,23.97777778
22.19444444,1009.99,0.71,7.4382,22.19444444
20.91666667,1009.86,0.79,7.9373,20.91666667
20.96666667,1011.14,0.76,7.2611,20.96666667
15.89444444,1014.01,0.93,17.4685,15.89444444
17.63888889,1011.31,0.81,26.3235,17.63888889
15.43888889,1011.94,0.93,10.4167,15.43888889
16.73333333,1010.15,0.72,6.6654,16.73333333
15.43888889,1011.43,0.93,6.3595,15.43888889
14.92777778,1011.16,0.93,3.2844,14.92777778
14.53333333,1010.99,0.95,14.0553,14.53333333
14.97777778,1011.04,0.93,5.0554,14.97777778
17.10555556,1010.94,0.87,9.5956,17.10555556
19.81666667,1010.9,0.78,16.1483,19.81666667
22.10555556,1010.92,0.67,20.2377,22.10555556
22.8,1010.52,0.57,15.5687,22.8
23.96666667,1010.6,0.56,22.9908,23.96666667
25.01666667,1010.32,0.45,23.4738,25.01666667
26.10555556,1009.95,0.47,23.4094,26.10555556
27.16111111,1009.72,0.4,25.9049,26.98333333
27.19444444,1009.37,0.35,23.4738,26.75
26.08333333,1009.45,0.42,21.8316,26.08333333
26.16111111,1009.47,0.43,16.7279,26.16111111
25.08888889,1009.34,0.39,21.3325,25.08888889
24.99444444,1009.04,0.53,7.8246,24.99444444
22.55,1009.36,0.57,8.211,22.55
18.91666667,1009.63,0.77,4.8461,18.91666667
18.77777778,1009.66,0.75,3.0912,18.77777778
17.01666667,1010,0.81,10.5938,17.01666667
16.75555556,1010.12,0.74,14.2163,16.75555556
15.6,1009.92,0.74,11.0124,15.6
16.91111111,1011.13,0.92,6.5366,16.91111111
15.95,1009.44,0.7,6.44,15.95
14.88333333,1009.24,0.75,11.0124,14.88333333
13.73333333,1009.28,0.84,10.626,13.73333333
14.88888889,1009.32,0.83,9.2092,14.88888889
17.62222222,1009.52,0.7,7.9212,17.62222222
19.92222222,1009.77,0.63,12.0428,19.92222222
22.15,1009.72,0.55,14.5222,22.15
23.77222222,1009.82,0.5,21.735,23.77222222
24.8,1009.63,0.49,20.7046,24.8
26.06111111,1009.54,0.47,21.735,26.06111111
26.08333333,1009.24,0.47,15.617,26.08333333
26.2,1008.86,0.43,17.0016,26.2
27.19444444,1008.16,0.44,17.2431,27.22777778
27.19444444,1007.75,0.44,15.778,27.21111111
26.28888889,1007.77,0.41,16.7923,26.28888889
24.02777778,1007.84,0.53,10.948,24.02777778
22.98333333,1008.04,0.61,7.9534,22.98333333
23.06666667,1008.3,0.58,3.703,23.06666667
19.90555556,1008.56,0.73,6.44,19.90555556
18.72222222,1008.67,0.81,0,18.72222222
18.6,1008.72,0.82,5.8926,18.6
17.77777778,1009.73,0.81,12.7995,17.77777778
17.71111111,1011.29,0.88,3.3166,17.71111111
17.57777778,1014.19,0.96,1.771,17.57777778
16.64444444,1010.16,0.93,9.6761,16.64444444
15.6,1011.03,0.96,6.4078,15.6
16.05,1011.9,0.93,9.6278,16.05
15.99444444,1012.05,0.93,7.6958,15.99444444
17.08333333,1012.19,0.93,0.6762,17.08333333
17.69444444,1012.62,0.91,7.5026,17.69444444
19.93333333,1013.07,0.78,4.3953,19.93333333
21.13888889,1013.36,0.73,9.2253,21.13888889
22.04444444,1013.33,0.68,10.8192,22.04444444
22.26666667,1013.46,0.72,9.2092,22.26666667
23.88888889,1013.54,0.58,10.8836,23.88888889
23.95,1013.09,0.57,8.1144,23.95
25,1012.57,0.5,9.66,25
24.92777778,1012.25,0.54,7.9373,24.92777778
25.03888889,1012.2,0.52,3.6064,25.03888889
24.92777778,1012.27,0.51,9.0643,24.92777778
24.78888889,1012.38,0.51,3.4293,24.78888889
22.20555556,1012.75,0.64,1.2236,22.20555556
19.86111111,1013.28,0.84,3.2039,19.86111111
19.87222222,0,0.84,4.6046,19.87222222
17.78888889,1014.13,0.88,3.0268,17.78888889
16.55,1014.48,0.93,2.9302,16.55
17.59444444,1014.6,0.93,6.44,17.59444444
15.68888889,1015.65,0.96,1.771,15.68888889
16.96666667,1014.68,0.97,0,16.96666667
17.06111111,1014.49,0.93,2.9946,17.06111111
17.13333333,1014.46,0.97,11.8496,17.13333333
17.12777778,1015,0.93,7.5187,17.12777778
17.66666667,1015.68,0.9,4.4919,17.66666667
16.25,1016.61,0.94,21.2359,16.25
16.13888889,1016.89,1,15.3916,16.13888889
17.22777778,1017.53,0.93,9.499,17.22777778
17.31111111,1017.63,0.93,9.3058,17.31111111
17.98888889,1017.35,0.89,4.7334,17.98888889
21.18333333,1016.56,0.78,9.2253,21.18333333
22.41666667,1016.25,0.59,2.9141,22.41666667
22.60555556,1015.98,0.58,4.4436,22.60555556
23.74444444,1015.68,0.55,1.5617,23.74444444
23.69444444,1015.4,0.49,3.3971,23.69444444
22.05555556,1015.4,0.65,14.4256,22.05555556
20.90555556,1015.61,0.79,8.4203,20.90555556
18.94444444,1015.61,0.89,7.5831,18.94444444
17.7,1016.38,0.97,7.7763,17.7
17.6,1016.1,0.93,6.1502,17.6
16.18333333,1016.35,0.96,1.9642,16.18333333
18.63888889,1010.35,0.63,10.7548,18.63888889
18.56666667,1010,0.6,13.9748,18.56666667
13.93333333,1011.27,0.84,0.9821,13.93333333
18.54444444,1009.41,0.63,13.4274,18.54444444
18.01111111,1009.31,0.67,14.1197,18.01111111
17.31666667,1009.49,0.73,12.7351,17.31666667
